Zona;Provincia;Canton;Distrito;Circuito;Fecha Infracción;Hora Infracción;tipo_muert_matriz;Edad;Sexo;Estado Civil;Nacionalidad
ZONA 7;EL_ORO;PASAJE;PASAJE;VELASCO IBARRA;22/06/2014;22:00;Homicidios;26;MASCULINO;SOLTERO;ECUADOR
ZONA 5;LOS_RIOS;MONTALVO;BABAHOYO;MONTALVO;22/06/2014;17:30;Asesinatos;67;MASCULINO;CASADO;ECUADOR
ZONA 9;PICHINCHA;QUITO;LOS CHILLOS;CONOCOTO NORTE;22/06/2014;11:05;Homicidios;54;MASCULINO;CASADO;ECUADOR
ZONA 1;SUCUMBIOS;LAGO_AGRIO;LAGO AGRIO;NUEVO SUCUMBIOS;23/06/2014;5:00;Asesinatos;37;MASCULINO;NO DETERMINADO;COLOMBIA
ZONA 5;LOS_RIOS;QUEVEDO;QUEVEDO;7 DE OCTUBRE;23/06/2014;10:50;Asesinatos;43;MASCULINO;SOLTERO;ECUADOR
ZONA 4;MANABI;PORTOVIEJO;PORTOVIEJO;ABDON CALDERON;24/06/2014;15:00;Homicidios;13;MASCULINO;SOLTERO;ECUADOR
ZONA 6;AZUAY;CUENCA;CUENCA SUR;YANUNCAY;24/06/2014;23:00;Asesinatos;36;MASCULINO;SOLTERO;ECUADOR
ZONA 5;GUAYAS;GENERAL_ANTONIO_ELIZALDE;EL TRIUNFO BUCAY;BUCAY;24/06/2014;7:00;Asesinatos;28;MASCULINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;ESTEROS;ESTEROS;24/06/2014;20:30;Asesinatos;24;MASCULINO;SOLTERO;ECUADOR
ZONA 5;GUAYAS;NARANJITO;NARANJITO MARCELINO MARIDUEÑA;NARANJITO SUR;24/06/2014;19:00;Asesinatos;45;MASCULINO;SOLTERO;ECUADOR
ZONA 9;PICHINCHA;QUITO;QUITUMBE;LAS CUADRAS;26/06/2014;2:39;Homicidios;25;MASCULINO;SOLTERO;ECUADOR
ZONA 4;SANTO_DOMINGO_DE_LOS_TSACHILAS;SANTO_DOMINGO;SANTO DOMINGO ESTE;CENTRO;16/06/2014;18:00;Asesinatos;26;MASCULINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;SUR;PUNA;23/06/2014;17:30;Asesinatos;17;MASCULINO;SOLTERO;ECUADOR
ZONA 9;PICHINCHA;QUITO;TUMBACO;CUMBAYA SUR;27/06/2014;2:39;Homicidios;35;MASCULINO;CASADO;ECUADOR
ZONA 6;AZUAY;CUENCA;CUENCA SUR;MOLLETURO;26/06/2014;16:00;Asesinatos;7;FEMENINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;MODELO;TENGUEL;20/06/2014;19:30;Asesinatos;30;MASCULINO;SOLTERO;ECUADOR
ZONA 9;PICHINCHA;QUITO;ELOY ALFARO;FERROVIARIA;28/06/2014;21:00;Homicidios;38;MASCULINO;CASADO;COLOMBIA
ZONA 5;LOS_RIOS;QUEVEDO;QUEVEDO;LA ESPERANZA;29/06/2014;0:00;Asesinatos;35;MASCULINO;SOLTERO;ECUADOR
ZONA 5;BOLIVAR;GUARANDA;GUARANDA;SAN LORENZO;28/06/2014;23:00;Homicidios;71;FEMENINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;DURAN;DURAN;LIGA CANTONAL;29/06/2014;12:15;Homicidios;39;MASCULINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;SAMBORONDON;SAMBORONDON;SAMBORONDON;29/06/2014;19:15;Asesinatos;20;MASCULINO;SOLTERO;ECUADOR
ZONA 5;BOLIVAR;CALUMA;SUBTROPICO;CALUMA;29/06/2014;0:30;Homicidios;27;MASCULINO;SOLTERO;ECUADOR
ZONA 1;IMBABURA;COTACACHI;TIERRA DEL SOL;IMANTAG;30/06/2014;8:30;Asesinatos;26;MASCULINO;SOLTERO;ECUADOR
ZONA 5;GUAYAS;NARANJAL;NARANJAL BALAO;TAURA;30/06/2014;9:00;Asesinatos;63;MASCULINO;CASADO;ECUADOR
ZONA 1;ESMERALDAS;ESMERALDAS;ESMERALDAS;BELLAVISTA NORTE;01/07/2014;3:30;Asesinatos;35;FEMENINO;SOLTERO;COLOMBIA
ZONA 8;GUAYAS;GUAYAQUIL;SUR;UNION DE BANANEROS;28/06/2014;7:50;Asesinatos;23;MASCULINO;SOLTERO;ECUADOR
ZONA 9;PICHINCHA;QUITO;ELOY ALFARO;ARGELIA;02/07/2014;4:30;Homicidios;18;MASCULINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;SUR;FLORESTA;28/06/2014;10:30;Asesinatos;20;MASCULINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;PASCUALES;MUCHO LOTE;28/06/2014;23:00;Asesinatos;23;MASCULINO;SOLTERO;ECUADOR
ZONA 1;ESMERALDAS;ESMERALDAS;ESMERALDAS;BELLAVISTA NORTE;02/07/2014;12:00;Asesinatos;31;MASCULINO;SOLTERO;ECUADOR
ZONA 7;EL_ORO;EL_GUABO;PASAJE;BARBONES;02/07/2014;6:10;Asesinatos;32;MASCULINO;SOLTERO;ECUADOR
ZONA 2;NAPO;ARCHIDONA;TENA;ARCHIDONA;22/06/2014;0:00;Asesinatos;5;FEMENINO;SOLTERO;ECUADOR
ZONA 1;SUCUMBIOS;SHUSHUFINDI;SHUSHUFINDI;SHUSHUFINDI CENTRO;02/07/2014;21:40;Femicidios;24;FEMENINO;SOLTERO;ECUADOR
ZONA 7;EL_ORO;PASAJE;PASAJE;VELASCO IBARRA;03/07/2014;3:20;Homicidios;32;MASCULINO;SOLTERO;ECUADOR
ZONA 7;EL_ORO;ARENILLAS;HUAQUILLAS;LA LIBERTAD;14/06/2014;22:20;Homicidios;32;MASCULINO;SOLTERO;ECUADOR
ZONA 7;EL_ORO;MACHALA;MACHALA;LA FERROVIARIA;03/07/2014;12:00;Asesinatos;29;MASCULINO;CASADO;ECUADOR
ZONA 2;NAPO;TENA;TENA;AEROPUERTO;03/07/2014;16:15;Homicidios;26;MASCULINO;CASADO;ECUADOR
ZONA 2;PICHINCHA;MEJIA;RUMIÑAHUI - MEJIA;CUTUGLAGUA;05/07/2014;15:30;Homicidios;41;FEMENINO;CASADO;COLOMBIA
ZONA 2;PICHINCHA;MEJIA;RUMIÑAHUI - MEJIA;CUTUGLAGUA;05/07/2014;15:30;Asesinatos;18;MASCULINO;SOLTERO;ECUADOR
ZONA 5;LOS_RIOS;VINCES;VINCES;ANTONIO SOTOMAYOR;04/07/2014;10:00;Asesinatos;83;MASCULINO;SOLTERO;ECUADOR
ZONA 2;PICHINCHA;RUMINAHUI;RUMIÑAHUI - MEJIA;SAN RAFAEL;05/07/2014;20:00;Asesinatos;45;MASCULINO;CASADO;ECUADOR
ZONA 1;ESMERALDAS;ESMERALDAS;ESMERALDAS;SANTA MARTHA;07/07/2014;10:00;Homicidios;29;MASCULINO;UNION LIBRE;COLOMBIA
ZONA 5;LOS_RIOS;QUEVEDO;QUEVEDO;LA MERCED;07/07/2014;13:30;Homicidios;19;MASCULINO;SOLTERO;ECUADOR
ZONA 1;ESMERALDAS;SAN_LORENZO;SAN LORENZO;FRONTERA;07/07/2014;20:40;Asesinatos;21;MASCULINO;SOLTERO;ECUADOR
ZONA 9;PICHINCHA;QUITO;CALDERON;SAN JUAN DE CALDERON;05/07/2014;23:00;Homicidios;36;MASCULINO;CASADO;ECUADOR
ZONA 7;EL_ORO;PASAJE;PASAJE;VELASCO IBARRA;08/07/2014;13:00;Asesinatos;21;MASCULINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;PORTETE;PORTETE;08/07/2014;13:30;Asesinatos;25;MASCULINO;SOLTERO;ECUADOR
ZONA 1;CARCHI;BOLIVAR;MONTUFAR;BOLIVAR;08/07/2014;23:59;Asesinatos;36;MASCULINO;CASADO;ECUADOR
ZONA 1;ESMERALDAS;RIO_VERDE;RIO VERDE;MONTALVO;12/07/2014;0:04;Asesinatos;44;MASCULINO;SOLTERO;ECUADOR
ZONA 9;PICHINCHA;QUITO;MANUELA SAENZ;EL PLACER;11/07/2014;20:00;Homicidios;17;MASCULINO;SOLTERO;ECUADOR
ZONA 5;BOLIVAR;CALUMA;SUBTROPICO;CALUMA;11/07/2014;20:00;Asesinatos;54;MASCULINO;DIVORCIADO;ECUADOR
ZONA 9;PICHINCHA;QUITO;LA DELICIA;SAN ANTONIO BAJO;12/07/2014;0:00;Homicidios;21;MASCULINO;SOLTERO;ECUADOR
ZONA 5;LOS_RIOS;BABA;BABAHOYO;BABA;13/07/2014;0:15;Homicidios;27;MASCULINO;SOLTERO;ECUADOR
ZONA 5;GUAYAS;DAULE;DAULE;DAULE CENTRO;13/07/2014;4:00;Asesinatos;22;MASCULINO;SOLTERO;ECUADOR
ZONA 2;PICHINCHA;RUMINAHUI;RUMIÑAHUI - MEJIA;SAN RAFAEL;13/07/2014;3:00;Homicidios;29;MASCULINO;SOLTERO;ECUADOR
ZONA 2;ORELLANA;LA_JOYA_DE_LOS_SACHAS;LA JOYA DE LOS SACHAS;SAN SEBASTIAN;28/06/2014;16:00;Homicidios;50;MASCULINO;SOLTERO;ECUADOR
ZONA 4;MANABI;MANTA;MANTA;CUBA;14/07/2014;20:30;Asesinatos;26;MASCULINO;SOLTERO;ECUADOR
ZONA 4;SANTO_DOMINGO_DE_LOS_TSACHILAS;SANTO_DOMINGO;SANTO DOMINGO OESTE;JUAN EULOGIO;11/07/2014;15:30;Asesinatos;22;MASCULINO;SOLTERO;ECUADOR
ZONA 9;PICHINCHA;QUITO;QUITUMBE;QUITUMBE;15/07/2014;12:00;Homicidios;19;FEMENINO;SOLTERO;ECUADOR
ZONA 1;SUCUMBIOS;LAGO_AGRIO;LAGO AGRIO;NUEVO SUCUMBIOS;28/02/2014;22:30;Asesinatos;28;MASCULINO;SOLTERO;ECUADOR
ZONA 1;SUCUMBIOS;PUTUMAYO;PUTUMAYO;PUERTO RODRIGUEZ;06/01/2014;16:00;Asesinatos;36;MASCULINO;CASADO;ECUADOR
ZONA 5;LOS_RIOS;QUEVEDO;QUEVEDO;GALO PLAZA;15/07/2014;19:30;Asesinatos;40;MASCULINO;DIVORCIADO;ECUADOR
ZONA 1;SUCUMBIOS;LAGO_AGRIO;LAGO AGRIO;GENERAL FARFAN;01/01/2014;1:00;Asesinatos;80;MASCULINO;VIUDO;ECUADOR
ZONA 4;SANTO_DOMINGO_DE_LOS_TSACHILAS;SANTO_DOMINGO;SANTO DOMINGO OESTE;PLAN DE VIVIENDA;17/07/2014;0:05;Homicidios;34;FEMENINO;CASADO;ECUADOR
ZONA 4;MANABI;PORTOVIEJO;PORTOVIEJO;LOS CEREZOS;16/07/2014;22:00;Asesinatos;18;MASCULINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;SAMBORONDON;SAMBORONDON;TARIFA;17/07/2014;20:45;Asesinatos;71;MASCULINO;CASADO;ECUADOR
ZONA 9;PICHINCHA;QUITO;CALDERON;SAN JUAN DE CALDERON;06/07/2014;12:00;Homicidios;54;MASCULINO;CASADO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;SUR;UNION DE BANANEROS;18/07/2014;17:00;Asesinatos;27;MASCULINO;SOLTERO;ECUADOR
ZONA 5;GUAYAS;EL_TRIUNFO;EL TRIUNFO BUCAY;EL TRIUNFO OESTE;18/07/2014;18:45;Sicariatos;19;MASCULINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;ESTEROS;MALVINAS SUR;18/07/2014;19:00;Asesinatos;32;MASCULINO;SOLTERO;ECUADOR
ZONA 4;MANABI;PEDERNALES;PEDERNALES;BECHE;18/07/2014;23:50;Asesinatos;32;MASCULINO;SOLTERO;ECUADOR
ZONA 5;GUAYAS;EL_TRIUNFO;EL TRIUNFO BUCAY;EL TRIUNFO OESTE;18/07/2014;21:15;Sicariatos;30;MASCULINO;CASADO;ECUADOR
ZONA 5;LOS_RIOS;BABAHOYO;BABAHOYO;PIMOCHA;19/07/2014;8:00;Homicidios;34;MASCULINO;SOLTERO;ECUADOR
ZONA 5;LOS_RIOS;QUEVEDO;QUEVEDO;LA ESPERANZA;19/07/2014;22:00;Homicidios;47;MASCULINO;CASADO;ECUADOR
ZONA 5;LOS_RIOS;QUEVEDO;QUEVEDO;GUAYACAN;19/07/2014;1:30;Asesinatos;31;MASCULINO;VIUDO;ECUADOR
ZONA 7;EL_ORO;MACHALA;MACHALA;EL CAMBIO;20/07/2014;1:50;Asesinatos;34;MASCULINO;SOLTERO;ECUADOR
ZONA 9;PICHINCHA;QUITO;EUGENIO ESPEJO;COCHAPAMBA;20/07/2014;4:30;Homicidios;34;MASCULINO;SOLTERO;ECUADOR
ZONA 1;SUCUMBIOS;LAGO_AGRIO;LAGO AGRIO;EL ENO;25/04/2014;12:00;Asesinatos;32;MASCULINO;SOLTERO;ECUADOR
ZONA 3;TUNGURAHUA;AMBATO;AMBATO SUR;SIMON BOLIVAR;07/04/2014;18:00;Asesinatos;31;FEMENINO;SOLTERO;ECUADOR
ZONA 3;TUNGURAHUA;AMBATO;AMBATO SUR;LETAMENDI;07/04/2014;4:00;Asesinatos;13;MASCULINO;SOLTERO;ECUADOR
ZONA 3;COTOPAXI;LATACUNGA;LATACUNGA;LASSO;19/07/2014;0:00;Homicidios;92;FEMENINO;VIUDO;ECUADOR
ZONA 4;MANABI;PICHINCHA;PICHINCHA;RIO VENDIDO;19/07/2014;21:00;Asesinatos;32;MASCULINO;SOLTERO;ECUADOR
ZONA 1;SUCUMBIOS;LAGO_AGRIO;LAGO AGRIO;EL DORADO;29/04/2014;23:30;Asesinatos;24;MASCULINO;SOLTERO;ECUADOR
ZONA 1;SUCUMBIOS;LAGO_AGRIO;LAGO AGRIO;EL DORADO;09/03/2014;5:30;Asesinatos;21;MASCULINO;SOLTERO;ECUADOR
ZONA 1;SUCUMBIOS;LAGO_AGRIO;LAGO AGRIO;SANTA CECILIA;25/04/2014;0:02;Homicidios;40;MASCULINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;9 DE OCTUBRE;ANTEPARA;22/07/2014;15:00;Asesinatos;45;MASCULINO;CASADO;ECUADOR
ZONA 1;SUCUMBIOS;LAGO_AGRIO;LAGO AGRIO;PARQUE ECOLOGICO;31/01/2014;2:00;Asesinatos;33;MASCULINO;SOLTERO;ECUADOR
ZONA 1;SUCUMBIOS;CUYABENO;PUTUMAYO;TARAPOA;26/03/2014;1:00;Asesinatos;51;MASCULINO;UNION LIBRE;ECUADOR
ZONA 1;SUCUMBIOS;PUTUMAYO;PUTUMAYO;PALMA ROJA;20/01/2014;19:00;Asesinatos;45;MASCULINO;NO DETERMINADO;COLOMBIA
ZONA 2;ORELLANA;PUERTO_FRANCISCO_DE_ORELLANA;ORELLANA LORETO;COCA ORIENTE;29/06/2014;18:00;Homicidios;42;MASCULINO;DIVORCIADO;ECUADOR
ZONA 2;ORELLANA;PUERTO_FRANCISCO_DE_ORELLANA;ORELLANA LORETO;COCA OCCIDENTE;31/05/2014;0:05;Asesinatos;17;MASCULINO;SOLTERO;ECUADOR
ZONA 1;SUCUMBIOS;LAGO_AGRIO;LAGO AGRIO;GENERAL FARFAN;04/01/2014;12:35;Asesinatos;29;MASCULINO;NO DETERMINADO;COLOMBIA
ZONA 1;SUCUMBIOS;LAGO_AGRIO;LAGO AGRIO;EL DORADO;21/02/2014;4:40;Asesinatos;20;MASCULINO;SOLTERO;ECUADOR
ZONA 2;ORELLANA;LA_JOYA_DE_LOS_SACHAS;LA JOYA DE LOS SACHAS;SAN SEBASTIAN;27/06/2014;21:00;Asesinatos;36;MASCULINO;SOLTERO;ECUADOR
ZONA 1;SUCUMBIOS;LAGO_AGRIO;LAGO AGRIO;SANTA CECILIA;21/04/2014;21:30;Asesinatos;29;MASCULINO;SOLTERO;ECUADOR
ZONA 1;SUCUMBIOS;LAGO_AGRIO;LAGO AGRIO;SANTA CECILIA;21/04/2014;21:30;Asesinatos;23;FEMENINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;SUR;UNION DE BANANEROS;07/04/2014;1:45;Asesinatos;26;MASCULINO;SOLTERO;ECUADOR
ZONA 2;ORELLANA;LA_JOYA_DE_LOS_SACHAS;LA JOYA DE LOS SACHAS;SAN SEBASTIAN;23/06/2014;8:30;Asesinatos;38;MASCULINO;CASADO;ECUADOR
ZONA 1;SUCUMBIOS;LAGO_AGRIO;LAGO AGRIO;SANTA CECILIA;21/04/2014;21:30;Asesinatos;20;MASCULINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;SUR;GUASMO;23/07/2014;8:00;Asesinatos;39;MASCULINO;SOLTERO;ECUADOR
ZONA 1;CARCHI;TULCAN;TULCAN;JULIO ANDRADE;01/01/2014;3:00;Homicidios;34;MASCULINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;9 DE OCTUBRE;ANTEPARA;23/07/2014;22:30;Asesinatos;25;MASCULINO;SOLTERO;ECUADOR
ZONA 1;CARCHI;TULCAN;TULCAN;KENNEDY;01/01/2014;7:00;Homicidios;26;MASCULINO;SOLTERO;ECUADOR
ZONA 1;SUCUMBIOS;SHUSHUFINDI;SHUSHUFINDI;SHUSHUFINDI CENTRO;02/04/2014;19:30;Homicidios;43;MASCULINO;CASADO;ECUADOR
ZONA 1;SUCUMBIOS;LAGO_AGRIO;LAGO AGRIO;GENERAL FARFAN;12/04/2014;20:00;Asesinatos;41;MASCULINO;CASADO;ECUADOR
ZONA 6;AZUAY;CUENCA;CUENCA SUR;SUCRE;25/07/2014;8:00;Asesinatos;20;FEMENINO;SOLTERO;ECUADOR
ZONA 1;SUCUMBIOS;LAGO_AGRIO;LAGO AGRIO;GENERAL FARFAN;12/01/2014;20:10;Asesinatos;31;MASCULINO;UNION LIBRE;ECUADOR
ZONA 5;LOS_RIOS;QUEVEDO;QUEVEDO;LA MERCED;25/07/2014;15:10;Asesinatos;27;MASCULINO;SOLTERO;ECUADOR
ZONA 7;LOJA;GONZANAMA;CALVAS;GONZANAMA;24/07/2014;4:00;Homicidios;82;MASCULINO;VIUDO;ECUADOR
ZONA 6;CANAR;LA_TRONCAL;LA TRONCAL;TRONCAL NORTE;26/07/2014;1:00;Homicidios;78;MASCULINO;SOLTERO;ECUADOR
ZONA 2;ORELLANA;LORETO;ORELLANA LORETO;24 DE MAYO;01/06/2014;8:00;Asesinatos;27;MASCULINO;SOLTERO;ECUADOR
ZONA 5;GUAYAS;NARANJAL;NARANJAL BALAO;VILLA NUEVA;26/07/2014;10:30;Asesinatos;78;MASCULINO;CASADO;ECUADOR
ZONA 9;PICHINCHA;QUITO;QUITUMBE;QUITUMBE;26/07/2014;16:00;Homicidios;76;MASCULINO;DIVORCIADO;ECUADOR
ZONA 5;LOS_RIOS;VINCES;VINCES;ABRAS DE MANTEQUILLA;26/07/2014;20:00;Asesinatos;34;MASCULINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;ESTEROS;ESTEROS;27/07/2014;9:40;Asesinatos;21;MASCULINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;ESTEROS;ESTEROS;27/07/2014;9:40;Asesinatos;17;MASCULINO;SOLTERO;ECUADOR
ZONA 1;ESMERALDAS;QUININDE;QUININDE;MALIMPIA;27/07/2014;23:00;Homicidios;25;MASCULINO;SOLTERO;ECUADOR
ZONA 9;PICHINCHA;QUITO;EUGENIO ESPEJO;COCHAPAMBA;28/07/2014;18:30;Homicidios;21;MASCULINO;SOLTERO;ECUADOR
ZONA 9;PICHINCHA;QUITO;ELOY ALFARO;FERROVIARIA;29/07/2014;3:00;Homicidios;23;MASCULINO;SOLTERO;ECUADOR
ZONA 5;GUAYAS;SIMON_BOLIVAR;JUJAN SIMON BOLIVAR;SIMON BOLIVAR;28/07/2014;18:00;Asesinatos;23;MASCULINO;SOLTERO;ECUADOR
ZONA 1;SUCUMBIOS;PUTUMAYO;PUTUMAYO;PUERTO DEL CARMEN;29/04/2014;9:45;Asesinatos;50;MASCULINO;CASADO;COLOMBIA
ZONA 5;LOS_RIOS;QUEVEDO;QUEVEDO;DIVINO NIÑO;24/01/2014;22:40;Asesinatos;21;MASCULINO;SOLTERO;ECUADOR
ZONA 5;LOS_RIOS;URDANETA;PUEBLOVIEJO;RICAURTE;05/01/2014;2:00;Homicidios;30;FEMENINO;SOLTERO;ECUADOR
ZONA 9;PICHINCHA;QUITO;MANUELA SAENZ;MONJAS COLLACOTO;20/07/2014;0:00;Homicidios;35;MASCULINO;SOLTERO;ECUADOR
ZONA 9;PICHINCHA;QUITO;ELOY ALFARO;ARGELIA;05/04/2014;18:00;Homicidios;25;MASCULINO;CASADO;ECUADOR
ZONA 3;PASTAZA;PASTAZA;PASTAZA;PUYO SUR;24/02/2014;22:00;Homicidios;18;FEMENINO;CASADO;ECUADOR
ZONA 4;MANABI;SANTA_ANA;24 DE MAYO;SANTA ANA;07/02/2014;21:00;Asesinatos;33;MASCULINO;SOLTERO;ECUADOR
ZONA 1;ESMERALDAS;RIO_VERDE;RIO VERDE;MONTALVO;11/01/2014;14:00;Asesinatos;47;MASCULINO;SOLTERO;ECUADOR
ZONA 7;EL_ORO;MACHALA;MACHALA;9 DE MAYO;27/02/2014;7:30;Asesinatos;34;MASCULINO;SOLTERO;ECUADOR
ZONA 6;AZUAY;CAMILO_PONCE_ENRIQUEZ;PONCE ENRIQUEZ;CAMILO PONCE ENRIQUEZ;23/02/2014;1:30;Asesinatos;38;MASCULINO;SOLTERO;ECUADOR
ZONA 9;PICHINCHA;QUITO;ELOY ALFARO;BARRIO NUEVO;30/03/2014;0:05;Homicidios;23;MASCULINO;UNION LIBRE;ECUADOR
ZONA 4;SANTO_DOMINGO_DE_LOS_TSACHILAS;SANTO_DOMINGO;SANTO DOMINGO OESTE;BOMBOLI;26/03/2014;8:00;Homicidios;16;FEMENINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;PORTETE;CISNE;22/01/2014;19:30;Asesinatos;50;MASCULINO;DIVORCIADO;ECUADOR
ZONA 5;GUAYAS;EL_EMPALME;EL EMPALME;PUERTO DEL MONO;03/01/2014;19:30;Sicariatos;29;MASCULINO;SOLTERO;ECUADOR
ZONA 9;PICHINCHA;QUITO;MANUELA SAENZ;ITCHIMBIA;15/01/2014;9:22;Homicidios;41;FEMENINO;DIVORCIADO;ECUADOR
ZONA 1;ESMERALDAS;QUININDE;QUININDE;ROSA ZARATE;15/02/2014;7:30;Asesinatos;28;MASCULINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;PORTETE;BATALLON DEL SUBURBIO;13/03/2014;22:45;Asesinatos;47;MASCULINO;SOLTERO;ECUADOR
ZONA 5;GUAYAS;DAULE;DAULE;JUAN BAUTISTA AGUIRRE;04/04/2014;9:00;Asesinatos;32;FEMENINO;SOLTERO;ECUADOR
ZONA 1;ESMERALDAS;ESMERALDAS;ESMERALDAS;GUACHARACA;23/02/2014;4:00;Asesinatos;22;MASCULINO;SOLTERO;ECUADOR
ZONA 1;IMBABURA;SAN_MIGUEL_DE_URCUQUI;CIUDAD BLANCA;LAS TERMAS;12/01/2014;12:30;Asesinatos;71;FEMENINO;VIUDO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;NUEVA PROSPERINA;NUEVA PROSPERINA;01/01/2014;16:30;Asesinatos;25;MASCULINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;NUEVA PROSPERINA;MONTE SINAI;10/04/2014;22:45;Sicariatos;18;MASCULINO;SOLTERO;ECUADOR
ZONA 5;LOS_RIOS;BABAHOYO;BABAHOYO;TERMINAL TERRESTRE;09/01/2014;23:40;Asesinatos;24;FEMENINO;SOLTERO;ECUADOR
ZONA 7;EL_ORO;MACHALA;MACHALA;RAYITO DE LUZ;03/04/2014;23:30;Asesinatos;24;MASCULINO;SOLTERO;ECUADOR
ZONA 9;PICHINCHA;QUITO;EUGENIO ESPEJO;LA MARISCAL;01/01/2014;9:22;Homicidios;32;MASCULINO;NO DETERMINADO;ECUADOR
ZONA 4;MANABI;EL_CARMEN;EL CARMEN;EL CARMEN;08/01/2014;2:30;Asesinatos;24;FEMENINO;SOLTERO;ECUADOR
ZONA 9;PICHINCHA;QUITO;LA DELICIA;EL MIRADOR;28/04/2014;2:00;Homicidios;41;MASCULINO;CASADO;ECUADOR
ZONA 5;GUAYAS;SANTA_LUCIA;DAULE;SANTA LUCIA;01/01/2014;4:30;Asesinatos;22;MASCULINO;SOLTERO;ECUADOR
ZONA 5;LOS_RIOS;BABA;BABAHOYO;ISLA DE BEJUCAL;16/03/2014;10:00;Homicidios;26;FEMENINO;UNION LIBRE;ECUADOR
ZONA 5;BOLIVAR;GUARANDA;GUARANDA;SAN LUIS;01/01/2014;23:30;Asesinatos;33;MASCULINO;SOLTERO;ECUADOR
ZONA 9;PICHINCHA;QUITO;EUGENIO ESPEJO;LA MARISCAL;27/03/2014;23:00;Homicidios;48;MASCULINO;SOLTERO;ECUADOR
ZONA 2;ORELLANA;LA_JOYA_DE_LOS_SACHAS;LA JOYA DE LOS SACHAS;SACHAS;07/07/2014;16:30;Asesinatos;38;MASCULINO;CASADO;ECUADOR
ZONA 9;PICHINCHA;QUITO;LA DELICIA;CARCELEN;25/01/2014;15:30;Homicidios;25;MASCULINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;NUEVA PROSPERINA;NUEVO GUAYAQUIL;31/07/2014;2:00;Asesinatos;41;MASCULINO;SOLTERO;ECUADOR
ZONA 6;AZUAY;CUENCA;CUENCA NORTE;BARRIAL BLANCO;01/01/2014;0:00;Asesinatos;22;MASCULINO;SOLTERO;ECUADOR
ZONA 9;PICHINCHA;QUITO;MANUELA SAENZ;EL PLACER;01/01/2014;12:30;Homicidios;22;MASCULINO;SOLTERO;ECUADOR
ZONA 4;MANABI;PORTOVIEJO;PORTOVIEJO;ALAJUELA;08/03/2014;15:00;Homicidios;62;MASCULINO;SOLTERO;ECUADOR
ZONA 1;ESMERALDAS;QUININDE;QUININDE;MALIMPIA;05/02/2014;23:40;Homicidios;49;MASCULINO;SOLTERO;ECUADOR
ZONA 7;EL_ORO;HUAQUILLAS;HUAQUILLAS;HUALTACO;27/01/2014;1:45;Homicidios;30;MASCULINO;SOLTERO;ECUADOR
ZONA 1;ESMERALDAS;SAN_LORENZO;SAN LORENZO;FRONTERA;30/01/2014;14:00;Asesinatos;31;MASCULINO;SOLTERO;ECUADOR
ZONA 4;MANABI;PEDERNALES;PEDERNALES;COJIMIES;26/04/2014;10:30;Asesinatos;66;MASCULINO;CASADO;ECUADOR
ZONA 5;GUAYAS;NARANJAL;NARANJAL BALAO;NARANJAL CENTRO;10/01/2014;22:00;Homicidios;36;MASCULINO;SOLTERO;ECUADOR
ZONA 9;PICHINCHA;QUITO;ELOY ALFARO;ARGELIA;01/02/2014;17:30;Homicidios;20;MASCULINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;NUEVA PROSPERINA;MONTE SINAI;13/03/2014;19:30;Asesinatos;36;FEMENINO;SOLTERO;ECUADOR
ZONA 9;PICHINCHA;QUITO;LOS CHILLOS;CONOCOTO NORTE;21/01/2014;18:30;Homicidios;51;MASCULINO;CASADO;ECUADOR
ZONA 3;PASTAZA;PASTAZA;PASTAZA;PUYO SUR;27/04/2014;9:00;Asesinatos;76;MASCULINO;SOLTERO;ECUADOR
